HGNC ID	Status	Approved symbol	Approved name	Ensembl gene ID
HGNC:33732	Approved	PPP1R42	protein phosphatase 1 regulatory subunit 42	ENSG00000178125
HGNC:9299	Approved	PPP2CA	protein phosphatase 2 catalytic subunit alpha	ENSG00000113575
HGNC:9300	Approved	PPP2CB	protein phosphatase 2 catalytic subunit beta	ENSG00000104695
HGNC:9301	Approved	PPP2CBP1	protein phosphatase 2 catalytic subunit beta pseudogene 1	
HGNC:9302	Approved	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha	ENSG00000105568
HGNC:9303	Approved	PPP2R1B	protein phosphatase 2 scaffold subunit Abeta	ENSG00000137713
HGNC:9304	Approved	PPP2R2A	protein phosphatase 2 regulatory subunit Balpha	ENSG00000221914
HGNC:9305	Approved	PPP2R2B	protein phosphatase 2 regulatory subunit Bbeta	ENSG00000156475
HGNC:42984	Approved	PPP2R2B-IT1	PPP2R2B intronic transcript 1	ENSG00000249553
HGNC:9306	Approved	PPP2R2C	protein phosphatase 2 regulatory subunit Bgamma	ENSG00000074211
HGNC:23732	Approved	PPP2R2D	protein phosphatase 2 regulatory subunit Bdelta	ENSG00000175470
HGNC:44544	Approved	PPP2R2DP1	protein phosphatase 2 regulatory subunit Bdelta pseudogene 1	ENSG00000231668
HGNC:9307	Approved	PPP2R3A	protein phosphatase 2 regulatory subunit B''alpha	ENSG00000073711
HGNC:13417	Approved	PPP2R3B	protein phosphatase 2 regulatory subunit B''beta	ENSG00000167393
HGNC:17485	Approved	PPP2R3C	protein phosphatase 2 regulatory subunit B''gamma	ENSG00000092020
HGNC:9309	Approved	PPP2R5A	protein phosphatase 2 regulatory subunit B'alpha	ENSG00000066027
HGNC:9310	Approved	PPP2R5B	protein phosphatase 2 regulatory subunit B'beta	ENSG00000068971
HGNC:9311	Approved	PPP2R5C	protein phosphatase 2 regulatory subunit B'gamma	ENSG00000078304
HGNC:17835	Approved	PPP2R5CP	protein phosphatase 2 regulatory subunit B'gamma pseudogene	ENSG00000239557
HGNC:9312	Approved	PPP2R5D	protein phosphatase 2 regulatory subunit B'delta	ENSG00000112640
HGNC:9313	Approved	PPP2R5E	protein phosphatase 2 regulatory subunit B'epsilon	ENSG00000154001
HGNC:9314	Approved	PPP3CA	protein phosphatase 3 catalytic subunit alpha	ENSG00000138814
HGNC:9315	Approved	PPP3CB	protein phosphatase 3 catalytic subunit beta	ENSG00000107758
HGNC:50750	Approved	PPP3CB-AS1	PPP3CB antisense RNA 1 (head to head)	ENSG00000221817
HGNC:9316	Approved	PPP3CC	protein phosphatase 3 catalytic subunit gamma	ENSG00000120910
HGNC:9317	Approved	PPP3R1	protein phosphatase 3 regulatory subunit B, alpha	ENSG00000221823
HGNC:9318	Approved	PPP3R2	protein phosphatase 3 regulatory subunit B, beta	ENSG00000188386
HGNC:9319	Approved	PPP4C	protein phosphatase 4 catalytic subunit	ENSG00000149923
HGNC:9320	Approved	PPP4R1	protein phosphatase 4 regulatory subunit 1	ENSG00000154845
HGNC:51112	Approved	PPP4R1-AS1	PPP4R1 antisense RNA 1	ENSG00000263627
HGNC:15755	Approved	PPP4R1L	protein phosphatase 4 regulatory subunit 1 like (pseudogene)	ENSG00000124224
HGNC:18296	Approved	PPP4R2	protein phosphatase 4 regulatory subunit 2	ENSG00000163605
HGNC:20219	Approved	PPP4R3A	protein phosphatase 4 regulatory subunit 3A	ENSG00000100796
HGNC:29267	Approved	PPP4R3B	protein phosphatase 4 regulatory subunit 3B	ENSG00000275052
HGNC:33146	Approved	PPP4R3C	protein phosphatase 4 regulatory subunit 3C	ENSG00000224960
HGNC:23788	Approved	PPP4R4	protein phosphatase 4 regulatory subunit 4	ENSG00000119698
HGNC:9322	Approved	PPP5C	protein phosphatase 5 catalytic subunit	ENSG00000011485
HGNC:44209	Approved	PPP5D1	PPP5 tetratricopeptide repeat domain containing 1	ENSG00000230510
HGNC:9323	Approved	PPP6C	protein phosphatase 6 catalytic subunit	ENSG00000119414
HGNC:34077	Approved	PPP6CP	protein phosphatase 6 catalytic subunit pseudogene	
HGNC:29195	Approved	PPP6R1	protein phosphatase 6 regulatory subunit 1	ENSG00000105063
HGNC:19253	Approved	PPP6R2	protein phosphatase 6 regulatory subunit 2	ENSG00000100239
HGNC:39605	Approved	PPP6R2P1	protein phosphatase 6 regulatory subunit 2 pseudogene 1	ENSG00000233442
HGNC:1173	Approved	PPP6R3	protein phosphatase 6 regulatory subunit 3	ENSG00000110075
HGNC:30025	Approved	PPRC1	PPARG related coactivator 1	ENSG00000148840
HGNC:9325	Approved	PPT1	palmitoyl-protein thioesterase 1	ENSG00000131238
HGNC:9326	Approved	PPT2	palmitoyl-protein thioesterase 2	ENSG00000221988
HGNC:48343	Approved	PPT2-EGFL8	PPT2-EGFL8 readthrough (NMD candidate)	ENSG00000258388
HGNC:30695	Approved	PPTC7	protein phosphatase targeting COQ7	ENSG00000196850
HGNC:28954	Approved	PPWD1	peptidylprolyl isomerase domain and WD repeat containing 1	ENSG00000113593
HGNC:9327	Approved	PPY	pancreatic polypeptide	ENSG00000108849
HGNC:9328	Approved	PPY2P	pancreatic polypeptide 2, pseudogene	ENSG00000265060
HGNC:9330	Approved	PQBP1	polyglutamine binding protein 1	ENSG00000102103
HGNC:9333	Entry Withdrawn	PQBP4	polyglutamine binding protein 4	
HGNC:43986	Approved	PQLC1P1	PQ loop repeat containing 1 pseudogene 1	ENSG00000231763
HGNC:43987	Approved	PQLC1P2	PQ loop repeat containing 1 pseudogene 2	
HGNC:9335	Entry Withdrawn	PR@	proline rich protein gene cluster	
HGNC:30591	Approved	PRAC1	PRAC1 small nuclear protein	ENSG00000159182
HGNC:30143	Approved	PRAC2	PRAC2 small nuclear protein	ENSG00000229637
HGNC:16047	Approved	PRADC1	protease associated domain containing 1	ENSG00000135617
HGNC:44534	Approved	PRADC1P1	protease associated domain containing 1 pseudogene 1	ENSG00000236165
HGNC:28911	Approved	PRAF2	PRA1 domain family member 2	ENSG00000243279
HGNC:25438	Approved	PRAG1	PEAK1 related, kinase-activating pseudokinase 1	ENSG00000275342
HGNC:52646	Approved	PRAL	p53 regulation associated lncRNA	ENSG00000279296
HGNC:30091	Approved	PRAM1	PML-RARA regulated adaptor molecule 1	ENSG00000133246
HGNC:9336	Approved	PRAME	PRAME nuclear receptor transcriptional regulator	ENSG00000185686
HGNC:28840	Approved	PRAMEF1	PRAME family member 1	ENSG00000116721
HGNC:28841	Approved	PRAMEF2	PRAME family member 2	ENSG00000120952
HGNC:14087	Entry Withdrawn	PRAMEF3	PRAME family member 3	
HGNC:31971	Approved	PRAMEF4	PRAME family member 4	ENSG00000243073
HGNC:27995	Approved	PRAMEF5	PRAME family member 5	ENSG00000270601
HGNC:30583	Approved	PRAMEF6	PRAME family member 6	ENSG00000232423
HGNC:28415	Approved	PRAMEF7	PRAME family member 7	ENSG00000204510
HGNC:24074	Approved	PRAMEF8	PRAME family member 8	ENSG00000182330
HGNC:27996	Approved	PRAMEF9	PRAME family member 9	ENSG00000204505
HGNC:27997	Approved	PRAMEF10	PRAME family member 10	ENSG00000187545
HGNC:14086	Approved	PRAMEF11	PRAME family member 11	ENSG00000239810
HGNC:22125	Approved	PRAMEF12	PRAME family member 12	ENSG00000116726
HGNC:13262	Approved	PRAMEF13	PRAME family member 13	ENSG00000279169
HGNC:13576	Approved	PRAMEF14	PRAME family member 14	ENSG00000204481
HGNC:26764	Approved	PRAMEF15	PRAME family member 15	ENSG00000204501
HGNC:25767	Entry Withdrawn	PRAMEF16	PRAME family member 16	
HGNC:29485	Approved	PRAMEF17	PRAME family member 17	ENSG00000204479
HGNC:30693	Approved	PRAMEF18	PRAME family member 18	ENSG00000279804
HGNC:24908	Approved	PRAMEF19	PRAME family member 19	ENSG00000204480
HGNC:25224	Approved	PRAMEF20	PRAME family member 20	ENSG00000204478
HGNC:34393	Approved	PRAMEF22	PRAME family member 22	ENSG00000276816
HGNC:49179	Approved	PRAMEF25	PRAME family member 25	ENSG00000229571
HGNC:49178	Approved	PRAMEF26	PRAME family member 26	ENSG00000280267
HGNC:51234	Approved	PRAMEF27	PRAME family member 27	ENSG00000274764
HGNC:51890	Approved	PRAMEF28P	PRAME family member 28, pseudogene	ENSG00000274178
HGNC:51891	Approved	PRAMEF29P	PRAME family member 29, pseudogene	ENSG00000234064
HGNC:51892	Approved	PRAMEF30P	PRAME family member 30, pseudogene	ENSG00000231103
HGNC:51893	Approved	PRAMEF31P	PRAME family member 31, pseudogene	ENSG00000250894
HGNC:51894	Approved	PRAMEF32P	PRAME family member 32, pseudogene	ENSG00000231219
HGNC:49193	Approved	PRAMEF33	PRAME family member 33	ENSG00000237700
HGNC:51895	Approved	PRAMEF34P	PRAME family member 34, pseudogene	ENSG00000277862
HGNC:51896	Approved	PRAMEF35P	PRAME family member 35, pseudogene	ENSG00000236179
HGNC:51897	Approved	PRAMEF36P	PRAME family member 36, pseudogene	ENSG00000229978
HGNC:34302	Approved	PRAMENP	PRAME N-terminal like, pseudogene	ENSG00000197549
HGNC:51126	Approved	PRANCR	progenitor renewal associated non-coding RNA	ENSG00000257815
HGNC:23304	Approved	PRAP1	proline rich acidic protein 1	ENSG00000165828
HGNC:9337	Approved	PRB1	proline rich protein BstNI subfamily 1	ENSG00000251655
HGNC:9338	Approved	PRB2	proline rich protein BstNI subfamily 2	ENSG00000121335
HGNC:9339	Approved	PRB3	proline rich protein BstNI subfamily 3	ENSG00000197870
HGNC:9340	Approved	PRB4	proline rich protein BstNI subfamily 4	ENSG00000230657
HGNC:9341	Approved	PRC1	protein regulator of cytokinesis 1	ENSG00000198901
HGNC:48587	Approved	PRC1-AS1	PRC1 antisense RNA 1	ENSG00000258725
HGNC:9343	Approved	PRCC	proline rich mitotic checkpoint control factor	ENSG00000143294
HGNC:32528	Approved	PRCD	photoreceptor disc component	ENSG00000214140
HGNC:9344	Approved	PRCP	prolylcarboxypeptidase	ENSG00000137509
HGNC:54653	Approved	PRCPP1	PRCP pseudogene 1	ENSG00000232556
HGNC:9345	Entry Withdrawn	PRD	primary retinal dysplasia	
HGNC:9346	Approved	PRDM1	PR/SET domain 1	ENSG00000057657
HGNC:9347	Approved	PRDM2	PR/SET domain 2	ENSG00000116731
HGNC:9348	Approved	PRDM4	PR/SET domain 4	ENSG00000110851
HGNC:9349	Approved	PRDM5	PR/SET domain 5	ENSG00000138738
HGNC:9350	Approved	PRDM6	PR/SET domain 6	ENSG00000061455
HGNC:9351	Approved	PRDM7	PR/SET domain 7	ENSG00000126856
HGNC:13993	Approved	PRDM8	PR/SET domain 8	ENSG00000152784
HGNC:13994	Approved	PRDM9	PR/SET domain 9	ENSG00000164256
HGNC:13995	Approved	PRDM10	PR/SET domain 10	ENSG00000170325
HGNC:13996	Approved	PRDM11	PR/SET domain 11	ENSG00000019485
HGNC:13997	Approved	PRDM12	PR/SET domain 12	ENSG00000130711
HGNC:13998	Approved	PRDM13	PR/SET domain 13	ENSG00000112238
HGNC:14001	Approved	PRDM14	PR/SET domain 14	ENSG00000147596
HGNC:13999	Approved	PRDM15	PR/SET domain 15	ENSG00000141956
HGNC:14000	Approved	PRDM16	PR/SET domain 16	ENSG00000142611
HGNC:48664	Approved	PRDM16-DT	PRDM16 divergent transcript	ENSG00000177133
HGNC:9352	Approved	PRDX1	peroxiredoxin 1	ENSG00000117450
HGNC:11711	Approved	PRDX1P1	peroxiredoxin 1 pseudogene 1	ENSG00000214121
HGNC:9353	Approved	PRDX2	peroxiredoxin 2	ENSG00000167815
HGNC:30020	Approved	PRDX2P1	peroxiredoxin 2 pseudogene 1	ENSG00000215049
HGNC:44967	Approved	PRDX2P2	peroxiredoxin 2 pseudogene 2	ENSG00000213724
HGNC:44968	Approved	PRDX2P3	peroxiredoxin 2 pseudogene 3	ENSG00000249140
HGNC:44969	Approved	PRDX2P4	peroxiredoxin 2 pseudogene 4	ENSG00000213177
HGNC:9354	Approved	PRDX3	peroxiredoxin 3	ENSG00000165672
HGNC:39264	Approved	PRDX3P1	peroxiredoxin 3 pseudogene 1	ENSG00000229598
HGNC:39265	Approved	PRDX3P2	peroxiredoxin 3 pseudogene 2	ENSG00000231468
HGNC:39266	Approved	PRDX3P3	peroxiredoxin 3 pseudogene 3	ENSG00000234701
HGNC:44643	Approved	PRDX3P4	peroxiredoxin 3 pseudogene 4	ENSG00000239926
HGNC:17169	Approved	PRDX4	peroxiredoxin 4	ENSG00000123131
HGNC:43598	Approved	PRDX4P1	peroxiredoxin 4 pseudogene 1	ENSG00000248987
HGNC:43599	Approved	PRDX4P2	peroxiredoxin 4 pseudogene 2	
HGNC:9355	Approved	PRDX5	peroxiredoxin 5	ENSG00000126432
HGNC:16753	Approved	PRDX6	peroxiredoxin 6	ENSG00000117592
HGNC:54870	Approved	PRDX6-AS1	PRDX6 antisense RNA 1	ENSG00000203739
HGNC:9356	Approved	PREB	prolactin regulatory element binding	ENSG00000138073
HGNC:27492	Approved	PRECSIT	p53 regulated carcinoma associated Stat3 activating long intergenic non-protein coding transcript	ENSG00000255874
HGNC:30255	Approved	PRELID1	PRELI domain containing 1	ENSG00000169230
HGNC:43886	Approved	PRELID1P1	PRELID1 pseudogene 1	ENSG00000217325
HGNC:43887	Approved	PRELID1P2	PRELID1 pseudogene 2	ENSG00000217408
HGNC:43888	Approved	PRELID1P3	PRELID1 pseudogene 3	ENSG00000235816
HGNC:43889	Approved	PRELID1P4	PRELID1 pseudogene 4	ENSG00000259592
HGNC:54770	Approved	PRELID1P5	PRELID1 pseudogene 5	ENSG00000226986
HGNC:54771	Approved	PRELID1P6	PRELID1 pseudogene 6	ENSG00000228305
HGNC:54772	Approved	PRELID1P7	PRELID1 pseudogene 7	ENSG00000230748
HGNC:28306	Approved	PRELID2	PRELI domain containing 2	ENSG00000186314
HGNC:43892	Approved	PRELID2P1	PRELI domain containing 2 pseudogene 1	ENSG00000257336
HGNC:24639	Approved	PRELID3A	PRELI domain containing 3A	ENSG00000141391
HGNC:15892	Approved	PRELID3B	PRELI domain containing 3B	ENSG00000101166
HGNC:49063	Approved	PRELID3BP1	PRELI domain containing 3B pseudogene 1	ENSG00000226226
HGNC:49064	Approved	PRELID3BP2	PRELI domain containing 3B pseudogene 2	ENSG00000271242
HGNC:49065	Approved	PRELID3BP3	PRELI domain containing 3B pseudogene 3	ENSG00000264907
HGNC:49066	Approved	PRELID3BP4	PRELI domain containing 3B pseudogene 4	ENSG00000251163
HGNC:49067	Approved	PRELID3BP5	PRELI domain containing 3B pseudogene 5	ENSG00000251656
HGNC:49068	Approved	PRELID3BP6	PRELI domain containing 3B pseudogene 6	ENSG00000249516
HGNC:49069	Approved	PRELID3BP7	PRELI domain containing 3B pseudogene 7	ENSG00000250711
HGNC:49070	Approved	PRELID3BP8	PRELI domain containing 3B pseudogene 8	ENSG00000270741
HGNC:49071	Approved	PRELID3BP9	PRELI domain containing 3B pseudogene 9	
HGNC:49072	Approved	PRELID3BP10	PRELI domain containing 3B pseudogene 10	ENSG00000236105
HGNC:49073	Approved	PRELID3BP11	PRELI domain containing 3B pseudogene 11	ENSG00000231108
HGNC:9357	Approved	PRELP	proline and arginine rich end leucine rich repeat protein	ENSG00000188783
HGNC:9358	Approved	PREP	prolyl endopeptidase	ENSG00000085377
HGNC:30228	Approved	PREPL	prolyl endopeptidase like	ENSG00000138078
HGNC:32594	Approved	PREX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1	ENSG00000124126
HGNC:22950	Approved	PREX2	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2	ENSG00000046889
HGNC:9360	Approved	PRF1	perforin 1	ENSG00000180644
HGNC:9362	Approved	PRG2	proteoglycan 2, pro eosinophil major basic protein	ENSG00000186652
HGNC:9363	Approved	PRG3	proteoglycan 3, pro eosinophil major basic protein 2	ENSG00000156575
HGNC:9364	Approved	PRG4	proteoglycan 4	ENSG00000116690
HGNC:9366	Approved	PRH1	proline rich protein HaeIII subfamily 1	ENSG00000231887
HGNC:9367	Approved	PRH2	proline rich protein HaeIII subfamily 2	ENSG00000134551
HGNC:17019	Approved	PRICKLE1	prickle planar cell polarity protein 1	ENSG00000139174
HGNC:20340	Approved	PRICKLE2	prickle planar cell polarity protein 2	ENSG00000163637
HGNC:40916	Approved	PRICKLE2-AS1	PRICKLE2 antisense RNA 1	ENSG00000241572
HGNC:40917	Approved	PRICKLE2-AS2	PRICKLE2 antisense RNA 2	ENSG00000241101
HGNC:40918	Approved	PRICKLE2-AS3	PRICKLE2 antisense RNA 3	ENSG00000226017
HGNC:52829	Approved	PRICKLE2-DT	PRICKLE2 divergent transcript	ENSG00000244564
HGNC:6645	Approved	PRICKLE3	prickle planar cell polarity protein 3	ENSG00000012211
HGNC:16805	Approved	PRICKLE4	prickle planar cell polarity protein 4	ENSG00000278224
HGNC:9369	Approved	PRIM1	DNA primase subunit 1	ENSG00000198056
HGNC:9370	Approved	PRIM2	DNA primase subunit 2	ENSG00000146143
HGNC:9371	Entry Withdrawn	PRIM2B	primase polypeptide 2B, 58kDa	
HGNC:18319	Approved	PRIMA1	proline rich membrane anchor 1	ENSG00000175785
HGNC:26575	Approved	PRIMPOL	primase and DNA directed polymerase	ENSG00000164306
HGNC:34235	Approved	PRINS	psoriasis associated non-protein coding RNA induced by stress	
HGNC:9376	Approved	PRKAA1	protein kinase AMP-activated catalytic subunit alpha 1	ENSG00000132356
HGNC:9377	Approved	PRKAA2	protein kinase AMP-activated catalytic subunit alpha 2	ENSG00000162409
HGNC:9378	Approved	PRKAB1	protein kinase AMP-activated non-catalytic subunit beta 1	ENSG00000111725
HGNC:9379	Approved	PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2	ENSG00000131791
HGNC:9380	Approved	PRKACA	protein kinase cAMP-activated catalytic subunit alpha	ENSG00000072062
HGNC:9381	Approved	PRKACB	protein kinase cAMP-activated catalytic subunit beta	ENSG00000142875
HGNC:9382	Approved	PRKACG	protein kinase cAMP-activated catalytic subunit gamma	ENSG00000165059
HGNC:9385	Approved	PRKAG1	protein kinase AMP-activated non-catalytic subunit gamma 1	ENSG00000181929
HGNC:9386	Approved	PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2	ENSG00000106617
HGNC:40468	Approved	PRKAG2-AS1	PRKAG2 antisense RNA 1	ENSG00000239911
HGNC:9387	Approved	PRKAG3	protein kinase AMP-activated non-catalytic subunit gamma 3	ENSG00000115592
HGNC:9388	Approved	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha	ENSG00000108946
HGNC:9389	Approved	PRKAR1AP1	protein kinase cAMP-dependent type I regulatory subunit alpha pseudogene 1	ENSG00000233401
HGNC:9390	Approved	PRKAR1B	protein kinase cAMP-dependent type I regulatory subunit beta	ENSG00000188191
HGNC:40470	Approved	PRKAR1B-AS1	PRKAR1B antisense RNA 1	ENSG00000237181
HGNC:40469	Approved	PRKAR1B-AS2	PRKAR1B antisense RNA 2	ENSG00000229380
HGNC:9391	Approved	PRKAR2A	protein kinase cAMP-dependent type II regulatory subunit alpha	ENSG00000114302
HGNC:40471	Approved	PRKAR2A-AS1	PRKAR2A antisense RNA 1	ENSG00000224424
HGNC:9392	Approved	PRKAR2B	protein kinase cAMP-dependent type II regulatory subunit beta	ENSG00000005249
HGNC:40472	Approved	PRKAR2B-AS1	PRKAR2B antisense RNA 1	ENSG00000243193
HGNC:9393	Approved	PRKCA	protein kinase C alpha	ENSG00000154229
HGNC:51347	Approved	PRKCA-AS1	PRKCA antisense RNA 1	ENSG00000264630
HGNC:9395	Approved	PRKCB	protein kinase C beta	ENSG00000166501
HGNC:9399	Approved	PRKCD	protein kinase C delta	ENSG00000163932
HGNC:9401	Approved	PRKCE	protein kinase C epsilon	ENSG00000171132
HGNC:40474	Approved	PRKCE-AS1	PRKCE antisense RNA 1	ENSG00000228481
HGNC:9402	Approved	PRKCG	protein kinase C gamma	ENSG00000126583
HGNC:9403	Approved	PRKCH	protein kinase C eta	ENSG00000027075
HGNC:9404	Approved	PRKCI	protein kinase C iota	ENSG00000163558
HGNC:55035	Approved	PRKCIP1	PRKCI pseudogene 1	ENSG00000237682
HGNC:9410	Approved	PRKCQ	protein kinase C theta	ENSG00000065675
HGNC:44689	Approved	PRKCQ-AS1	PRKCQ antisense RNA 1	ENSG00000237943
HGNC:9411	Approved	PRKCSH	protein kinase C substrate 80K-H	ENSG00000130175
HGNC:9412	Approved	PRKCZ	protein kinase C zeta	ENSG00000067606
HGNC:40477	Approved	PRKCZ-AS1	PRKCZ antisense RNA 1	ENSG00000182873
HGNC:9407	Approved	PRKD1	protein kinase D1	ENSG00000184304
HGNC:17293	Approved	PRKD2	protein kinase D2	ENSG00000105287
HGNC:9408	Approved	PRKD3	protein kinase D3	ENSG00000115825
HGNC:9413	Approved	PRKDC	protein kinase, DNA-activated, catalytic subunit	ENSG00000253729
HGNC:9414	Approved	PRKG1	protein kinase cGMP-dependent 1	ENSG00000185532
HGNC:45029	Approved	PRKG1-AS1	PRKG1 antisense RNA 1	ENSG00000236671
HGNC:9416	Approved	PRKG2	protein kinase cGMP-dependent 2	ENSG00000138669
HGNC:40478	Approved	PRKG2-AS1	PRKG2 antisense RNA 1	ENSG00000251059
HGNC:8607	Approved	PRKN	parkin RBR E3 ubiquitin protein ligase	ENSG00000185345
HGNC:9438	Approved	PRKRA	protein activator of interferon induced protein kinase EIF2AK2	ENSG00000180228
HGNC:33447	Approved	PRKRAP1	protein activator of interferon induced protein kinase EIF2AK2 pseudogene 1	
HGNC:21894	Approved	PRKRIP1	PRKR interacting protein 1	ENSG00000128563
HGNC:9441	Approved	PRKX	protein kinase X-linked	ENSG00000183943
HGNC:40479	Approved	PRKX-AS1	PRKX antisense RNA 1	ENSG00000236188
HGNC:9442	Approved	PRKXP1	PRKX pseudogene 1	ENSG00000259205
HGNC:9443	Approved	PRKXP2	PRKX pseudogene 2	
HGNC:9444	Approved	PRKY	protein kinase Y-linked (pseudogene)	ENSG00000099725
HGNC:9445	Approved	PRL	prolactin	ENSG00000172179
HGNC:17945	Approved	PRLH	prolactin releasing hormone	ENSG00000071677
HGNC:4464	Approved	PRLHR	prolactin releasing hormone receptor	ENSG00000119973
HGNC:9446	Approved	PRLR	prolactin receptor	ENSG00000113494
HGNC:9447	Approved	PRM1	protamine 1	ENSG00000175646
HGNC:9448	Approved	PRM2	protamine 2	ENSG00000122304
HGNC:13732	Approved	PRM3	protamine 3	ENSG00000178257
HGNC:5187	Approved	PRMT1	protein arginine methyltransferase 1	ENSG00000126457
HGNC:49611	Approved	PRMT1P1	protein arginine methyltransferase 1 pseudogene 1	ENSG00000270706
HGNC:5186	Approved	PRMT2	protein arginine methyltransferase 2	ENSG00000160310
HGNC:30163	Approved	PRMT3	protein arginine methyltransferase 3	ENSG00000185238
HGNC:10894	Approved	PRMT5	protein arginine methyltransferase 5	ENSG00000100462
HGNC:40533	Approved	PRMT5-AS1	PRMT5 antisense RNA 1	ENSG00000237054
HGNC:32524	Approved	PRMT5P1	protein arginine methyltransferase 5 pseudogene 1	ENSG00000249004
HGNC:18241	Approved	PRMT6	protein arginine methyltransferase 6	ENSG00000198890
HGNC:25557	Approved	PRMT7	protein arginine methyltransferase 7	ENSG00000132600
HGNC:5188	Approved	PRMT8	protein arginine methyltransferase 8	ENSG00000111218
HGNC:25099	Approved	PRMT9	protein arginine methyltransferase 9	ENSG00000164169
HGNC:48942	Approved	PRNCR1	prostate cancer associated non-coding RNA 1	ENSG00000282961
HGNC:15748	Approved	PRND	prion like protein doppel	ENSG00000171864
HGNC:9449	Approved	PRNP	prion protein	ENSG00000171867
HGNC:18046	Approved	PRNT	prion locus lncRNA, testis expressed	ENSG00000180259
HGNC:41906	Approved	PROB1	proline rich basic protein 1	ENSG00000228672
HGNC:9451	Approved	PROC	protein C, inactivator of coagulation factors Va and VIIIa	ENSG00000115718
HGNC:28600	Approved	PROCA1	protein interacting with cyclin A1	ENSG00000167525
HGNC:9452	Approved	PROCR	protein C receptor	ENSG00000101000
HGNC:9453	Approved	PRODH	proline dehydrogenase 1	ENSG00000100033
HGNC:17325	Approved	PRODH2	proline dehydrogenase 2	ENSG00000250799
HGNC:18454	Approved	PROK1	prokineticin 1	ENSG00000143125
HGNC:18455	Approved	PROK2	prokineticin 2	ENSG00000163421
HGNC:4524	Approved	PROKR1	prokineticin receptor 1	ENSG00000169618
HGNC:15836	Approved	PROKR2	prokineticin receptor 2	ENSG00000101292
HGNC:9454	Approved	PROM1	prominin 1	ENSG00000007062
HGNC:20685	Approved	PROM2	prominin 2	ENSG00000155066
HGNC:9455	Approved	PROP1	PROP paired-like homeobox 1	ENSG00000175325
HGNC:19958	Approved	PRORP	protein only RNase P catalytic subunit	ENSG00000100890
HGNC:34379	Approved	PRORSD1P	prolyl-tRNA synthetase associated domain containing 1, pseudogene	ENSG00000162997
HGNC:38732	Approved	PRORY	proline rich Y-linked	ENSG00000183146
HGNC:9456	Approved	PROS1	protein S	ENSG00000184500
HGNC:9458	Approved	PROS2P	protein S (beta) pseudogene	ENSG00000189002
HGNC:20291	Approved	PROSER1	proline and serine rich 1	ENSG00000120685
HGNC:23728	Approved	PROSER2	proline and serine rich 2	ENSG00000148426
HGNC:27343	Approved	PROSER2-AS1	PROSER2 antisense RNA 1	ENSG00000225778
HGNC:25204	Approved	PROSER3	proline and serine rich 3	ENSG00000167595
HGNC:9459	Approved	PROX1	prospero homeobox 1	ENSG00000117707
HGNC:43656	Approved	PROX1-AS1	PROX1 antisense RNA 1	ENSG00000230461
HGNC:41372	Entry Withdrawn	PROX1-IT1	PROX1 intronic transcript 1 (non-protein coding)	
HGNC:26715	Approved	PROX2	prospero homeobox 2	ENSG00000119608
HGNC:9460	Approved	PROZ	protein Z, vitamin K dependent plasma glycoprotein	ENSG00000126231
HGNC:17348	Approved	PRPF3	pre-mRNA processing factor 3	ENSG00000117360
HGNC:17349	Approved	PRPF4	pre-mRNA processing factor 4	ENSG00000136875
HGNC:17346	Approved	PRPF4B	pre-mRNA processing factor 4B	ENSG00000112739
HGNC:55055	Approved	PRPF4BP1	PRPF4B pseudogene 1	ENSG00000224217
HGNC:15860	Approved	PRPF6	pre-mRNA processing factor 6	ENSG00000101161
HGNC:17340	Approved	PRPF8	pre-mRNA processing factor 8	ENSG00000174231
HGNC:17351	Approved	PRPF18	pre-mRNA processing factor 18	ENSG00000165630
HGNC:17896	Approved	PRPF19	pre-mRNA processing factor 19	ENSG00000110107
HGNC:23182	Approved	PRPF19P1	PRPF19 pseudogene 1	ENSG00000264685
HGNC:15446	Approved	PRPF31	pre-mRNA processing factor 31	ENSG00000105618
HGNC:25930	Approved	PRPF38A	pre-mRNA processing factor 38A	ENSG00000134748
HGNC:44692	Approved	PRPF38AP1	PRP38 domain containing A pseudogene 1	ENSG00000225053
HGNC:44693	Approved	PRPF38AP2	PRP38 domain containing A pseudogene 2	ENSG00000236582
HGNC:25512	Approved	PRPF38B	pre-mRNA processing factor 38B	ENSG00000134186
HGNC:20314	Approved	PRPF39	pre-mRNA processing factor 39	ENSG00000185246
HGNC:16463	Approved	PRPF40A	pre-mRNA processing factor 40 homolog A	ENSG00000196504
HGNC:25031	Approved	PRPF40B	pre-mRNA processing factor 40 homolog B	ENSG00000110844
HGNC:9461	Approved	PRPH	peripherin	ENSG00000135406
HGNC:9942	Approved	PRPH2	peripherin 2	ENSG00000112619
HGNC:9462	Approved	PRPS1	phosphoribosyl pyrophosphate synthetase 1	ENSG00000147224
HGNC:9463	Approved	PRPS1L1	phosphoribosyl pyrophosphate synthetase 1 like 1	ENSG00000229937
HGNC:39427	Approved	PRPS1P1	phosphoribosyl pyrophosphate synthetase 1 pseudogene 1	ENSG00000226847
